5306,Grilled Veggie and Tofu Stack with Balsamic and Mint,"['Makes 4 servings', '1/3 cup balsamic vinegar', '2 garlic cloves, minced', '2/3 cup olive oil', '1/3 cup thinly sliced fresh mint leaves plus sprigs for garnish', '1 12-ounce container extra-firm tofu, cut crosswise into 8 slices, drained on paper towels', '1 zucchini, trimmed, cut lengthwise into four 4-inch-long slices', '1 red bell pepper, rounded ends trimmed, seeded, cut lengthwise into 4 pieces', '1 Japanese eggplant, trimmed, cut lengthwise into four 4-inch-long slices', '4 3-inch-diameter portobello or shiitake mushrooms, stems removed', '1 small head of radicchio, quartered through root end']","['Step 1', 'Prepare barbecue (medium-high heat). Place vinegar and minced garlic in large bowl. Gradually whisk in olive oil. Stir in sliced mint. Season marinade to taste with salt and pepper.', 'Step 2', 'Working in batches, add tofu to marinade and turn to coat. Transfer tofu to baking sheet and sprinkle with salt and pepper. Add zucchini, bell pepper, eggplant, mushrooms, and radicchio to marinade in bowl and toss to coat.', 'Step 3', 'Place zucchini, pepper, eggplant, and mushrooms on grill. Sprinkle with salt and pepper. Cook until charred and softened, turning occasionally, about 6 minutes. Transfer to baking sheet. Place tofu and radicchio on grill. Cook until tofu is charred and radicchio is charred and wilted, about 2 minutes per side.', 'Step 4', 'Stack tofu and vegetables on plates. Garnish with mint sprigs and serve']"
5307,Rhubarb Tart with Orange Glaze,"['Makes 8 servings', '1 cup fresh orange juice', '1 tablespoon fresh lime juice', '1/2 cup sugar', '3/4 pound rhubarb stalks, thinly sliced diagonally (1/8 inch)', '1 sheet frozen puff pastry (from a 17 1/4-ounces package), thawed', '1/2 teaspoon grated orange zest', 'Accompaniment: vanilla ice cream']","['Step 1', 'Preheat oven to 400°F with rack in middle.', 'Step 2', 'Stir together orange juice, lime juice, and sugar in a bowl. Add rhubarb and let stand, stirring occasionally, 10 minutes.', 'Step 3', 'Meanwhile, cut pastry in half lengthwise, then roll out each piece into an 11-by 7-inch rectangle on a lightly floured surface with a floured rolling pin. Arrange pastry rectangles side by side on an ungreased large baking sheet.', 'Step 4', 'Make a 1/2-inch border around each pastry rectangle by lightly scoring a line parallel to each edge (do not cut all the way through). Prick pastry inside border all over with a fork.', 'Step 5', 'Strain rhubarb mixture through a sieve set over a bowl, reserving liquid. Top 1 pastry rectangle (within border) with half of rhubarb, overlapping slices slightly. Repeat with remaining pastry and rhubarb.', 'Step 6', 'Bake until pastry is puffed and golden (underside of pastry should also be golden), about 30 minutes.', 'Step 7', 'Meanwhile, boil reserved rhubarb liquid in a small saucepan, skimming foam if necessary, until reduced to about 1/4 cup, 15 to 18 minutes.', 'Step 8', 'Transfer tarts to a rack. Brush rhubarb and pastry with glaze and sprinkle with zest.']"
5308,Onion Tart with Mustard and Fennel,"[""Makes 8 (hors d'oeuvre) servings"", '2 1/4 teaspoons active dry yeast (a 1/4-ounce package)', '1/2 cup warm water (105-115°F)', '1 1/2 to 1 3/4 cups all-purpose flour', '1 large egg', '1/3 cup plus 1 tablespoon extra-virgin olive oil, divided', '2 1/2 teaspoons salt, divided', '2 teaspoons fennel seeds', '3 pound yellow onions, halved and thinly sliced', '1 tablespoon Dijon mustard', '1/2 cup grated Parmigiano-Reggiano']","['Step 1', ""Stir together yeast and warm water in a small bowl and let stand until foamy, about 5 minutes. (If mixture doesn't foam, start over with new yeast.)"", 'Step 2', 'Put 1 1/2 cups flour in a medium bowl, then make a well in center of flour and add yeast mixture to well. Stir together egg, 1 tablespoon oil, and 1 1/2 teaspoons salt with a fork. Add egg mixture to yeast mixture and mix with a wooden spoon or your fingertips, gradually incorporating flour, until a soft dough forms. Transfer dough to a floured surface and knead, working in additional flour (up to 1/4 cup) as necessary, until smooth and elastic, about 5 minutes. Transfer dough to an oiled bowl and turn to coat. Cover with plastic wrap and let rise in a draft-free place at warm room temperature until doubled, 1 to 1 1/2 hours.', 'Step 3', 'While dough rises, heat remaining 1/3 cup oil in a 12-inch heavy skillet over medium-high heat until it shimmers, then sauté fennel seeds until a shade darker, about 30 seconds. Stir in onions, remaining teaspoon salt, and 1/2 teaspoon pepper, then reduce heat to medium-low and cover onions directly with a round of parchment paper. Cook, stirring occasionally, until onions are very tender and golden brown, 1 to 1 1/4 hours.', 'Step 4', 'Preheat oven to 375°F with rack in middle.', 'Step 5', 'Knead dough gently on a floured surface with floured hands to deflate. Pat out dough on a large heavy baking sheet (preferably blue steel) into a 15- by 12-inch rectangle, turning up or crimping edge, then brush mustard evenly over dough, leaving a 1/2-inch border around edge. Spread onions evenly over mustard, then sprinkle evenly with cheese.', 'Step 6', 'Bake tart until crust is golden brown, 30 to 35 minutes. Cut into 2-inch squares or diamonds and serve warm or at room temperature.']"
5309,Key Lime Pie,"['Makes 8 to 10 servings', 'For crust:', '7 (5-by 2 1/2-inch) graham crackers, broken into small pieces', '3/4 cup sliced or slivered almonds', '1/4 cup sugar', '1/2 stick unsalted butter, melted', 'For filling:', '2 (14-ounce) cans sweetened condensed milk', 'Grated zest of 2 Key limes', '1 cup fresh Key lime juice (from about 2 pounds fresh Key limes)', '4 large egg yolks', 'Accompaniment: sweetened whipped cream']","['Make crust:', 'Step 1', 'Preheat oven to 350°F with rack in middle. Butter a 9-inch pie plate.', 'Step 2', 'Pulse together graham crackers, almonds, and sugar in a food processor until finely ground. Transfer to a bowl and stir in butter. Press crumb mixture evenly onto bottom and up side of pie plate. Bake until lightly browned, 8 to 10 minutes. Cool completely. (Leave oven on.)', 'Make filling and bake pie:', 'Step 3', 'Gently whisk together filling ingredients in a medium bowl until smooth and pour into crust. Bake until just set in center, 15 to 20 minutes.', 'Step 4', 'Cool completely (filling will set as it cools). Chill pie, loosely covered, at least 8 hours.']"
5310,Cardamom Vanilla Pound Cake,"['Makes 10 to 12 servings', '3 cups all-purpose flour', '1 teaspoon ground cardamom', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '2 1/4 sticks unsalted butter, softened', '1 3/4 cups granulated sugar', '2 vanilla beans, halved lengthwise', '4 large eggs', '1 tablespoon fresh lemon juice', '1 cup whole milk', '1 1/2 cups chilled heavy cream', '2 1/2 tablespoons confectioners sugar', '1 1/2 teaspoons pure vanilla extract', 'Equipment: a 12-cup kugelhopf or bundt pan; a stand mixer fitted with paddle attachment']","['Step 1', 'Preheat oven to 350°F with rack in middle. Generously butter pan and dust with flour, knocking out excess.', 'Step 2', 'Whisk together flour, cardamom, baking powder, baking soda, and salt. Beat together butter and granulated sugar in mixer at medium speed, scraping side of bowl occasionally, until pale and fluffy, about 5 minutes. Scrape seeds from vanilla beans with tip of a paring knife into butter mixture, reserving pods for another use, and beat until combined well, about 1 minute. Add eggs 1 at a time, beating well after each addition, then beat in lemon juice until combined well. At low speed, add flour mixture and milk alternately in batches, beginning and ending with flour mixture, mixing until just combined.', 'Step 3', 'Spoon batter into pan, smoothing top. Gently rap pan on counter to eliminate air bubbles.', 'Step 4', 'Bake until a wooden skewer inserted into center of cake comes out clean, about 1 hour. Cool in pan 1 hour, then invert onto a rack and cool completely, about 1 hour more.', 'Step 5', 'Beat cream with confectioners sugar and vanilla extract using whisk attachment of mixer until it just holds stiff peaks. Serve cake with whipped vanilla cream.']"
5311,Turtle Ice Cream Pie,"['Makes 8 servings', 'Crust:', '1 1/2 cups pecan halves or pieces (6 to 7 ounces), toastedepi:recipelink, divided</epi:recipelink>', '3/4 cup graham cracker crumbs (about 5 whole graham crackers, finely crushed in resealable plastic bag)', '1/4 cup sugar', '6 tablespoons (3/4 stick) unsalted butter, melted', 'Sauce and filling:', '3/4 cup (packed) dark brown sugar', '3/4 cup heavy whipping cream', '3 tablespoons dark corn syrup', '3 tablespoons unsalted butter', '1/2 teaspoon vanilla extract', '1/4 teaspoon salt', '2 pints (4 cups) premium vanilla ice cream, divided', 'Ganache topping:', '5 1/2 ounces bittersweet chocolate, chopped', '1/2 cup heavy whipping cream', '1 1/2 tablespoons dark corn syrup', '3/4 teaspoon vanilla extract', 'Pinch of salt']","['For crust:', 'Step 1', 'Preheat oven to 350°F. Using on/off turns, finely chop 1 cup pecans in processor; transfer to medium bowl. Mix in graham cracker crumbs and sugar. Drizzle butter over; blend until evenly moistened. Press mixture firmly over bottom and up sides of 9-inch glass pie dish (not on rim).', 'Step 2', 'Bake crust until golden brown, about 12 minutes (if crust puffs, press firmly back into place). Cool crust completely. Wrap in foil and freeze at least 1 hour. DO AHEAD: Can be made 2 days ahead. Keep frozen.', 'For sauce and filling:', 'Step 3', 'Bring first 3 ingredients to boil in heavy medium saucepan over medium heat, whisking until sugar dissolves. Boil caramel 5 minutes, whisking occasionally. Turn off heat; whisk in butter, vanilla, and salt. Cool completely.', 'Step 4', 'Slightly soften 1 cup vanilla ice cream in microwave on low in 10-second intervals. Spread ice cream evenly in frozen pie crust; spread 1/4 cup caramel over. Freeze pie until ice cream and caramel are firm, about 1 hour. Repeat with remaining vanilla ice cream in three 1-cup portions and caramel in two 1/4-cup portions. Freeze pie overnight. Cover and reserve remaining caramel at room temperature.', 'For ganache topping:', 'Step 5', 'Combine chocolate, cream, and corn syrup in medium metal bowl. Place over saucepan of simmering water and whisk until melted and smooth. Remove from heat. Whisk in vanilla and salt. Cool ganache at room temperature until thick but still pourable, about 30 minutes.', 'Step 6', 'Pour ganache evenly over frozen pie. Sprinkle with remaining 1/2 cup pecans. Freeze until ganache is firm, at least 45 minutes. Drizzle decoratively with 1/4 cup reserved caramel. DO AHEAD: Can be made 2 days ahead. Cover and keep frozen. Cover and chill remaining caramel.', 'Step 7', 'Let pie stand 10 minutes at room temperature. Rewarm remaining caramel, stirring over low heat. Cut pie into wedges and serve with caramel.']"
5312,"Chorizo, Poblano and Yam Fajitas with Lime-Marinated Red Onions","['Makes 4 servings', '2 cups paper-thin slices red onions', '2 tablespoons fresh lime juice', '2 cups 1/2-inch-thick sticks peeled yam (red-skinned sweet potato)', '12 to 14 ounces fresh chorizo sausages (about 3), casings removed', '2 fresh poblano chiles,* halved, seeded, cut into thin strips', '8 7- to 8-inch-diameter flour tortillas', '1 cup crumbled feta cheese']","['Step 1', 'Toss onions and generous sprinkle of salt in medium bowl. Mix in lime juice. Set aside to marinate, tossing occasionally.', 'Step 2', 'Meanwhile, place yam in microwave-safe bowl. Add splash of water. Cover; cook on high until tender, 3 to 4 minutes.', 'Step 3', 'Sauté chorizo in large nonstick skillet over medium-high heat until cooked through, breaking into small pieces with fork, about 5 minutes. Transfer chorizo to bowl. Spoon off all but 1 tablespoon fat from skillet. Add chiles to skillet. Cover and cook until tender, stirring occasionally, about 4 minutes. Drain yam; transfer to skillet. Add chorizo and toss 1 minute to rewarm filling.', 'Step 4', 'Cook 1 tortilla at a time directly over gas flame or in skillet until heated, 10 to 15 seconds per side.', 'Step 5', 'Arrange tortillas on work surface. Spoon filling in strip down center of each. Top with cheese, onions, and sprinkle of lime marinade. Fold in sides of tortillas.', 'Step 6', 'Often called pasillas; available at some supermarkets and at specialty foods stores and Latin markets.']"
5313,Tuscan Lamb Shanks with White Beans,"['Makes 4 servings', '2 lamb shanks (2 pounds total)', '2 tablespoons olive oil', '1 large onion, chopped', '2 medium carrots, chopped', '2 celery ribs, chopped', '3 garlic cloves, thinly sliced', '1 (14-ounces) can diced tomatoes in juice', '2 rosemary sprigs', '1 cup dried navy beans, picked over', '3 1/2 cups water', 'Equipment: a 6-to 8-quart pressure cooker', 'Garnish: chopped flat-leaf parsley; extra-virgin olive oil for drizzling', '']","['Step 1', 'Pat lamb shanks dry and season with 1/2 teaspoon salt and 1/4 teaspoon pepper. Heat oil in pressure cooker over medium-high heat until it shimmers, then brown shanks well, 1 at a time, transferring to a plate.', 'Step 2', 'Add onion, carrots, celery, and garlic to pressure cooker and sauté until golden brown, about 6 minutes. Add tomatoes with juice and rosemary and cook, stirring, 1 minute. Stir in beans, water, 1/2 teaspoon salt, and 1/4 teaspoon pepper.', 'Step 3', ""Return lamb shanks to pressure cooker and bring to a boil. Seal lid and cook at high pressure according to manufacturer's instructions, 30 minutes. Put pressure cooker in sink (do not remove lid) and run cold water over lid until pressure goes down completely. Remove lid and discard rosemary, then transfer shanks to a cutting board and coarsely shred meat."", 'Step 4', 'Spoon bean and vegetable mixture into large shallow bowls, then top with lamb and sauce.']"
5314,Balsamic Roasted Vegetables,"['Makes 6 servings', '2 tablespoons balsamic vinegar', '1 teaspoon Dijon mustard', '1/2 cup extra-virgin olive oil', '3 garlic cloves, pressed', '2 teaspoons finely chopped fresh thyme', '1 teaspoon finely chopped fresh basil', '2 large red onions, halved, thinly sliced', '1 yellow bell pepper, cut into 1/2-inch-wide strips', '1 red bell pepper, cut into 1/2-inch-wide strips', '1 orange bell pepper, cut into 1/2-inch-wide strips', '1 1-pound eggplant, quartered lengthwise, cut crosswise into 1/2-inch slices', '1/2 pound yellow squash (about 2 medium), cut into 1/3-inch-thick rounds', '1/2 pound zucchini (about 2 medium), cut into 1/3-inch-thick rounds', 'Coarse kosher salt']","['Step 1', 'Whisk vinegar and mustard in medium bowl. Gradually whisk in oil. Stir in garlic, thyme, and basil. Season to taste with salt and pepper. DO AHEAD: Dressing can be made 1 day ahead. Cover and chill.', 'Step 2', 'Preheat oven to 450°F. Toss onions and next 6 ingredients in large bowl; sprinkle with coarse salt and pepper. Add dressing; toss to coat. Divide between 2 large rimmed baking sheets. Roast until vegetables are tender and slightly brown around edges, about 35 minutes.']"
5315,Marinated Chicken Kebabs with Lemon Pepper Yogurt Sauce,"['Serves 10 (makes 20 kebabs)', 'Kebabs:', '2 cups extra-virgin olive oil', 'Juice of 3 lemons', '2 tablespoons chopped garlic', '3/4 tablespoons chopped fresh rosemary leaves (about 4 sprigs)', '3/4 tablespoons fresh thyme leaves (about 5 sprigs)', '6 single boneless, skinless chicken breasts, cleaned of fat and cut into large cubes', 'Salt and black pepper to taste', '', 'Bamboo skewers', 'Sauce:', '2 (7-ounce) containers plain yogurt', '4 tablespoons sour cream', '3 tablespoons red wine vinegar', 'Zest of 2 lemons (fine)', 'Juice of 1 lemon', '2 tablespoons minced garlic', '1 tablespoon black pepper', '2 teaspoons salt', '1/2 cup fresh mint, chopped (optional)']","['Step 1', '1. For the kebabs: in a plastic bag or airtight container, combine olive oil, lemon juice, garlic, rosemary, and thyme. Add chicken, toss well to coat evenly, and refrigerate overnight.', 'Step 2', '2. For the sauce, combine all ingredients in a mixing bowl and refrigerate at least 2 hours.', 'Step 3', '3. Remove chicken pieces from marinade and season well with salt and pepper. Grill chicken for 5 minutes on each side, until golden brown and juices of chicken run clear when pricked with the end of the skewer. Thread 3 pieces of chicken onto each skewer. Serve with Lemon-Pepper Yogurt Sauce.']"
5316,Citrus-Glazed Carrots,"['Makes 8 servings', '2 1/2 pounds medium carrots, peeled, cut on diagonal into 1/4-inch-thick slices', '2 cups (or more) water', '1 cup fresh orange juice', '1/2 cup sugar', '1/4 cup fresh lime juice', '2 tablespoons (1/4 stick) butter', '2 1/2 teaspoons finely grated orange peel', '2 teaspoons finely grated lime peel', '1 teaspoon salt', '1 tablespoon chopped fresh parsley']","['Step 1', 'Combine carrots and 2 cups water in heavy large skillet. Add all remaining ingredients except parsley. If needed, add enough water to just cover carrots. Bring to boil, stirring until sugar dissolves. Boil just until carrots are crisp-tender, stirring occasionally, 8 to 9 minutes. Using slotted spoon, transfer carrots to medium bowl; cool. Boil cooking liquid in skillet until slightly reduced, about 5 minutes. Transfer to small bowl. DO AHEAD: Can be made 1 day ahead. Cover carrots and cooking liquid separately; chill.', 'Step 2', 'Bring reserved cooking liquid to boil in large skillet over medium-high heat. Add carrots and boil until just tender and liquid is thickened to light syrup consistency, stirring occasionally, about 5 minutes. Season with salt and pepper. Transfer to serving bowl. Sprinkle with parsley.']"
5317,Swedish Meatballs,"['Makes 6 servings', '1 pound ground beef', '3/4 cup bread crumbs, soaked in 1/2 cup milk', '', '1 egg', '1 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '1 small onion, grated and drained', '1/2 teaspoon ground allspice', '1/4 teaspoon ground nutmeg', '4 tablespoons butter', '1\u20091/2 tablespoons flour (any kind)', '1 cup chicken broth', '1/2 cup sour cream', 'Lingonberry or cranberry sauce (optional)']","['Step 1', '1. Combine the first 8 ingredients. Form the mixture into 1-inch balls.', 'Step 2', '2. Place 3/4 of the butter in a skillet over medium-high heat. Brown the meatballs for about 10 minutes.', 'Step 3', '3. Remove them and most of the fat. Stir the flour and the remaining butter into the pan.', 'Step 4', '4. Add the broth. Simmer until it thickens, about 2 minutes.', 'Step 5', '5. Strain it with a sieve to remove clumps. Return it to the pan.', 'Step 6', '6. Reduce heat to low; stir in the sour cream.', 'Step 7', '7. Return the meatballs to the pan for 1 minute. Serve with the berry sauce.']"
5318,Porterhouse Steak with Pan Seared Cherry Tomatoes,"['Makes 4 servings', '3 tablespoons olive oil, divided', '2 (1 1/2-inch-thick) porterhouse steaks (about 1 3/4 pounds each)', '4 teaspoon kosher salt', '6 large garlic cloves, thinly sliced lengthwise', '4 (1/2-pint) containers mixed cherry tomatoes', '6 large thyme sprigs', '1 1/2 cups coarsely torn basil leaves']","['Step 1', 'Preheat oven to 375°F with rack in middle.', 'Step 2', 'Heat 1 tablespoon oil in a 12-inch heavy skillet (preferably cast-iron) over medium-high heat until it shimmers.', 'Step 3', 'Meanwhile, pat steaks dry and sprinkle with kosher salt and 1 1/2 teaspoon pepper.', 'Step 4', 'Sear steaks 1 at a time, turning once, until well browned, about 10 minutes total per steak. Transfer steaks to a shallow baking pan (do not clean skillet) and cook in oven until an instant-read thermometer inserted in center of steaks registers 120°F for medium-rare, about 6 minutes. Transfer to a platter and let stand 15 minutes.', 'Step 5', 'While steaks stand, pour off oil from skillet. Add remaining 2 tablespoons oil and heat over medium-high heat until it shimmers, then sauté garlic until golden, about 2 minutes. Transfer with a slotted spoon to a plate. Add tomatoes and thyme to hot oil (be careful; oil will spatter), then lightly season with salt and pepper and cook, covered, stirring occasionally, just until tomatoes begin to wilt, about 2 minutes. Stir in any meat juices from platter, then scatter basil over tomatoes and spoon over steaks.']"
5319,Vinegar Sauce,"['Makes about 4 cups', '2 cups cider vinegar', '1/2 cup plus 2 tablespoons ketchup', '1/4 cup firmly packed brown sugar, or more to taste', '5 teaspoons salt, or more to taste', '4 teaspoons hot red pepper flakes', '1 teaspoon freshly ground black pepper', '1 teaspoon freshly ground white pepper']","['Combine the vinegar, ketchup, brown sugar, salt, red pepper flakes, black pepper, and white pepper with 1 1/3 cups of water in a nonreactive medium-size bowl and whisk until the sugar and salt dissolve. Taste for seasoning, adding more brown sugar and/or salt as necessary; the sauce should be piquant but not quite sour.']"
5320,Green Bean and Hazelnut Salad,"['Makes 4 servings', '1 ounce hazelnuts (2 tablespoons)', '3/4 pound green beans, trimmed and halved diagonally', '2 1/4 teaspoons grainy mustard', '1 1/2 teaspoons balsamic vinegar', '1/8 teaspoon fine sea salt', '4 teaspoons extra-virgin olive oil', '1 tablespoon flaxseed oil', '1 teaspoon hazelnut oil', '1/4 cup finely chopped red onion']","['Step 1', 'Preheat oven to 325°F with rack in middle.', 'Step 2', 'Toast nuts in a small baking pan until centers are golden, 15 to 20 minutes (cut one open to test for doneness). Cool to warm, then rub off any loose skins in a kitchen towel. Coarsely chop nuts.', 'Step 3', 'Cook beans in a 6-quart pot of boiling salted water (1 1/2 tablespoons salt for 4 quarts water) until just tender, 4 to 6 minutes. Transfer to an ice bath to stop cooking. Drain and pat dry.', 'Step 4', 'Whisk together mustard, vinegar, and sea salt in a bowl, then add olive, flaxseed, and hazelnut oils, whisking. Add beans, nuts, and onion and toss well. Season with salt and pepper.', 'Do Ahead', 'Step 5', 'Beans can be cooked 1 day ahead and chilled (once cool) in a plastic bag lined with paper towels. Dressing can made and chilled up to 5 days ahead.']"
5321,Rhubarb and Strawberry Compote With Fresh Mint,"['Makes about 3 cups', '3 cups 1/2-inch-wide pieces fresh rhubarb (cut from about 1 pound)', '3/4 cup sugar', '1/4 cup water', '1 1-pint container fresh strawberries, hulled, halved', '2 tablespoons chopped fresh mint']","['Combine rhubarb, sugar, and 1/4 cup water in heavy large saucepan over medium heat. Bring to simmer, stirring occasionally, until sugar dissolves, about 3 minutes. Simmer gently until rhubarb is tender but not falling apart, stirring occasionally, about 7 minutes. Remove from heat. Stir in strawberries. Transfer to bowl and stir in mint. Chill until cold, about 1 hour.']"
5322,Ricotta Fritters,"['Makes about 3 dozen fritters', '4 to 6 cups vegetable oil', '3/4 cup all-purpose flour', '2 teaspoons baking powder', '1 teaspoon grated lemon zest', '1 cup whole-milk ricotta', '2 large eggs, lightly beaten', '2 tablespoons granulated sugar', '1 1/2 teaspoons pure vanilla extract', ""Confectioners' sugar for dusting"", 'Special Equipment', 'a deep-fat thermometer']","['Step 1', 'Heat 1 1/2 inches oil in a large wide heavy saucepan until it registers 370°F.', 'Step 2', 'Meanwhile, whisk together flour, baking powder, zest, and 1/4 teaspoon salt in a bowl. Whisk together ricotta, eggs, granulated sugar, and vanilla in another bowl, then whisk in flour mixture.', 'Step 3', 'Working in batches, gently drop in level tablespoons of batter and fry, turning occasionally, until deep golden, about 3 minutes per batch. Transfer with a slotted spoon to paper towels to drain.', 'Step 4', 'Dust generously with confectioners sugar.']"
5323,Oven Crespella with Nutella Sauce,"['Makes 4 to 6 servings', '3/4 cup all-purpose flour', '2 large eggs', '1/4 cup granulated sugar', '1 teaspoon pure vanilla extract', '1/2 teaspoon salt', '1 1/2 cups plus 3 tablespoons whole milk, divided', '2 tablespoons unsalted butter', '1/2 cup chocolate-hazelnut spread such as Nutella', 'Garnish:', 'Garnish: confectioners sugar', 'Accompaniment: chopped strawberries']","['Step 1', 'Put a 12-inch ovenproof heavy skillet in middle of oven and preheat oven to 450°F.', 'Step 2', 'Whisk together flour, eggs, sugar, vanilla, salt, and 1 1/2 cups milk in a bowl.', 'Step 3', 'Add butter to skillet and heat in oven until golden, about 1 minute. Pour batter into skillet and bake until puffed, set, and golden, 20 to 25 minutes.', 'Step 4', 'Meanwhile, whisk together Nutella and remaining 3 tablespoons milk until smooth. Thin sauce with additional milk if necessary.', 'Step 5', 'Cool pancake in skillet on a rack 5 minutes (it will sink). Dust with confectioners sugar and drizzle with sauce. Serve with berries.']"
5324,Salmon with Agrodolce Sauce,"['Makes 4 servings', '3 tablespoons olive oil, divided', '4 (6-ounce) salmon fillets (1 inch thick) with skin', '2 medium red onions (about 1 pound total), each cut into 8 wedges', '2/3 cup balsamic vinegar', '1 teaspoon sugar', '1 tablespoon unsalted butter']","['Step 1', 'Heat 1 tablespoon oil in a 12-inch nonstick skillet over medium heat until hot. Pat salmon dry and sprinkle with 1 teaspoon salt and 1/2 teaspoon pepper, then cook, skin side up, until undersides form a golden crust, 12 to 15 minutes. Turn fish over and cook until just cooked through, about 3 minutes more.', 'Step 2', 'Meanwhile, heat remaining 2 tablespoons oil in a large skillet over medium-high heat until it shimmers, then sauté onions until golden brown and crisp-tender, 6 to 8 minutes. Stir in vinegar, sugar, and 1/2 teaspoon salt and cook until sauce is syrupy, about 2 minutes. Remove from heat and stir in butter.', 'Step 3', 'Spoon onions with sauce onto plates and top with salmon, skin side down.']"
5325,Grilled Pork Loin with Fire-Roasted Pineapple Salsa,"['Makes 4 servings', '1 tablespoon tomato paste', '1 tablespoon mild or hot chili powder (or achiote paste)', '1/2 cup orange juice', '3 tablespoon fresh lime juice', '1 tablespoon olive oil', '1 pound pork tenderloin, trimmed', '1 small golden pineapple (about 1 1/2 pounds), diced into 1-inch cubes', '1/2 cup pineapple (or orange) juice', '1 large red bell pepper, cored, seeded and thinly sliced', '1/4 small red onion, finely chopped', '1/4 cup chopped fresh basil', 'Vegetable oil cooking spray']","['Mix tomato paste with chili powder. Combine with orange juice, lime juice and oil in a double resealable bag. Add tenderloin and marinate at least 3 hours. Heat a large pan over high heat to the smoking point, 3 to 4 minutes. Brown pineapple 4 to 5 minutes, stirring occasionally. Add pineapple juice and stir 1 minute, scraping up brown bits from pan. Remove pineapple from heat. Combine in a bowl with pepper, onion and basil. Heat a grill or grill pan over high. Coat with cooking spray. Remove pork from marinade; place on grill. (Discard excess marinade.) Reduce heat to medium; cook, turning occasionally, until pork is no longer pink and internal temperature is 160°F 18 to 20 minutes. Let pork rest 5 minutes before slicing. Spoon salsa over pork.']"
5326,"Halibut with Roasted Beets, Beet Greens, and Dill-Orange Gremolata","['Makes 4 servings', '5 tablespoons olive oil, divided', '1/4 cup chopped fresh dill', '1 tablespoon finely grated orange peel', '3 medium (1 1/2- to 2-inch) beets with green tops attached; beets trimmed and scrubbed, beet greens very coarsely chopped (4 to 6 cups)', '1/2 cup thinly sliced shallots', '4 6- to 7-ounce halibut fillets or mahi-mahi fillets (about 1 inch thick)']","['Step 1', 'Preheat oven to 450°F. Brush large rimmed baking sheet with 1 tablespoon oil. Mix dill and peel in small bowl for gremolata. Place beets in medium glass bowl; add enough water to cover beets halfway. Cover with plastic wrap and microwave on high until just tender, 8 to 10 minutes. Uncover and drain. Cool beets slightly. Peel and cut into 1/4- to 1/3-inch-thick slices. Return beets to same bowl. Add 1 tablespoon oil, 1 tablespoon gremolata, and shallots. Sprinkle with salt and pepper; toss well. Toss beet greens in another medium bowl with 1 tablespoon oil; sprinkle with salt and pepper.', 'Step 2', 'Spread beet slices in single layer on half of prepared baking sheet. Mound beet greens on other half of baking sheet. Sprinkle fish with salt and pepper; place fish fillets atop beet greens. Brush fish with remaining 2 tablespoons oil. Sprinkle fish with 2 tablespoons gremolata.', 'Step 3', 'Roast fish and vegetables until fish is just opaque in center, about 8 minutes. Divide fish and vegetables among plates. Sprinkle with remaining gremolata and serve.']"
5327,"Greek Burger with Arugula, Tomatoes, and Feta","['Makes 4 servings', '4 whole-wheat pitas (6 1/2 inches each)', '1/4 cup skim milk', '1 small onion, finely chopped', '2 cloves garlic', '2 tablespoon chopped fresh mint', '4 teaspoon chopped fresh oregano or 1 teaspoon dried', '1 tablespoon fresh lemon juice', '3/4 pound lean ground lamb', '2 teaspoon olive oil', '3 cups arugula', '1 medium tomato, cut into 1/4-inch-thick slices', '1 red onion, cut into 1/4-inch-thick slices', '1/3 cup crumbled feta', 'Dressing', '2/3 cup nonfat plain yogurt', '1 tablespoon chopped fresh mint', '2 teaspoon chopped garlic', '2 teaspoon Dijon mustard', '1 teaspoon honey', '1/2 cup peeled, seeded and finely diced cucumber']","[""Heat oven to 350°F. Cut 1/4 off each pita (a half-moon shape from 10 o'clock to 2 o'clock). Chop half-moons, transfer to a bowl and sprinkle with milk. Let soak 5 minutes. Drain and squeeze out excess milk. Purée soaked bread, onion, garlic, herbs and lemon juice in a blender or food processor. Transfer purée to a bowl. Add lamb, season with salt and pepper and combine. Form into 4 patties. Wrap pitas in foil and heat until warm, about 8 minutes. (Or place pitas between sheets of paper towel and microwave until warm, about 30 seconds.) Heat oil in a nonstick skillet over medium-high heat until hot. Cook burgers to medium, 2 to 3 minutes on each side. Whisk yogurt, mint, garlic, mustard and honey in a bowl. Stir in cucumber and season with salt and pepper. Open each pita, stuff with arugula and drizzle with some of the dressing. Add burger, tomato and red onion to pita. Sprinkle with feta. Serve leftover dressing on the side.""]"
